749 20
201 0.21005882 -0.56741536 0.76352984 0.30979884 -0.39491218 -0.8131292 0.46295857 0.43105906 0.42517754 0.14471447 0.67927575 -0.41893387 0.24817343 0.5387707 0.27445877 0.411644 0.5404393 -0.25093785 0.05667653 -0.8055366
750 -0.5161361 0.8682817 -0.043044094 -0.11957549 -0.5855902 -0.012160791 0.63810897 0.76760304 -0.6499416 0.49754566 0.30311134 -0.042080816 0.3710703 0.04518292 -0.0055939597 -0.4323454 0.6738092 -0.6175971 -0.89592695 -0.29391545
749 -0.54710555 0.8172476 0.001641081 -0.16806051 -0.4876474 -0.050901916 0.62001747 0.8011277 -0.6859193 0.5059327 0.25918463 -0.08294139 0.42064822 0.023655849 -0.030284239 -0.33954656 0.72549987 -0.56258374 -0.9326477 -0.21082036
680 0.29211435 0.24736565 0.12853609 -0.3387769 -0.031675078 0.13391732 0.07585246 0.7334076 -0.45148125 0.5881221 0.6980861 0.08018245 -0.2341196 -0.6617686 0.6806597 -0.33671004 0.9568996 0.2039034 -0.19943534 -0.68483883
204 0.19868091 -0.6671566 0.7293855 0.29367015 -0.49738008 -0.8016263 0.47312352 0.4193017 0.36984882 0.12236546 0.7155861 -0.376924 0.20018955 0.55421907 0.29689184 0.5224332 0.5766487 -0.18786837 0.030668857 -0.6949969
156 0.13546857 0.3934115 0.33636987 0.34118214 0.36760458 -0.758793 -0.07295826 0.61499286 -0.045685384 0.51126844 0.56772375 -0.68347377 0.5004747 0.8032487 0.06477922 0.90103817 0.43813476 -0.18672459 0.16757537 -0.56493306
228 -0.16165149 -0.8092863 0.11473522 0.16624428 -0.5719728 -0.26432276 0.36285716 0.50122267 0.7242088 0.49056283 0.8283375 -0.25346223 0.49079487 0.59123456 0.10069124 0.5501964 0.8853909 -0.19946733 0.13036868 -0.3227214
751 -0.45568097 0.88221395 0.01912847 -0.13675469 -0.6076907 0.001254121 0.6344605 0.6632564 -0.7365434 0.460671 0.31208605 0.03476655 0.3469085 0.06243388 0.01959336 -0.36115533 0.667489 -0.5990193 -0.9384872 -0.2538445
203 0.23042728 -0.6871842 0.7636068 0.234343 -0.4798681 -0.78874207 0.5117319 0.44818953 0.36377186 0.10509497 0.7196657 -0.41510335 0.16702566 0.47794375 0.30154377 0.5103945 0.5729483 -0.14210887 0.09120272 -0.77540386
677 0.30888808 0.2907783 0.065125786 -0.3801513 0.042235546 0.062073078 0.010327175 0.610729 -0.52959573 0.6094791 0.60552675 0.036698487 -0.276054 -0.57267195 0.75969666 -0.2814996 1.0401807 0.27187485 -0.32419923 -0.6167836
753 -0.42212686 0.81860465 0.0682815 -0.097420216 -0.5712755 9.377788e-05 0.61430246 0.5662779 -0.7350048 0.41594994 0.40975982 0.045300767 0.32957208 0.05379458 0.073815815 -0.44558665 0.7466629 -0.63080126 -0.9099116 -0.27410597
745 -0.6438108 0.8131629 -0.087782234 -0.104630806 -0.44323888 0.076078445 0.5298004 0.9620099 -0.7042814 0.49060464 0.19504417 -0.012402092 0.5246223 0.026614105 -0.030356744 -0.23923244 0.80111367 -0.56238055 -0.80958486 -0.19624436
748 -0.6010108 0.771053 -0.06302885 -0.11829646 -0.4850495 -0.012157112 0.6712995 0.8513777 -0.6960629 0.5550195 0.31438208 -0.0610896 0.40373102 -0.020239009 0.020287985 -0.3061615 0.7011274 -0.5961646 -1.0078838 -0.19108415
205 0.13729835 -0.69241065 0.6885705 0.28998622 -0.48185155 -0.8740114 0.531642 0.4593633 0.4066278 0.15765879 0.7348485 -0.39688158 0.1394362 0.53658795 0.20180655 0.4658381 0.56014097 -0.29077932 0.016457845 -0.73050123
230 -0.116689645 -0.8393607 0.130203 0.16944434 -0.6361554 -0.25961283 0.30182928 0.58242923 0.73105276 0.5860991 0.7475834 -0.29094654 0.52721834 0.5814054 0.03608533 0.6073039 0.83658856 -0.32147688 0.09194591 -0.28243297
226 -0.12742753 -0.8962879 0.08715836 0.24931762 -0.5050559 -0.2731904 0.28342906 0.51879245 0.66486514 0.427082 0.8541167 -0.38445354 0.38759038 0.62290823 0.067007534 0.62125343 0.95022225 -0.17033163 0.14399722 -0.45941666
681 0.31373423 0.19576797 0.054794014 -0.36614457 -0.013880081 0.15097953 0.12964405 0.6168734 -0.54407185 0.69751674 0.6896613 0.046565726 -0.31392205 -0.606745 0.6690272 -0.3112448 0.9453828 0.08287287 -0.14877318 -0.62427944
658 0.30484658 0.36702642 -0.16001152 -0.24099852 -0.2041557 -0.15246618 -0.328572 0.31806087 -0.38869536 0.694104 0.44578463 0.03314286 0.1268182 -0.27981007 0.42458606 -0.7683801 1.3950628 -0.021842878 -0.349897 -0.5434668
676 0.30287522 0.247491 0.080686964 -0.39608344 -0.028412495 0.07744861 -0.013814875 0.66009474 -0.5621047 0.6780877 0.4977265 -0.08158698 -0.2482563 -0.59657365 0.67393917 -0.29361585 1.0399877 0.18734793 -0.32301712 -0.634792
746 -0.610288 0.7601486 -0.11827201 -0.12908834 -0.4720884 0.0596852 0.5834001 0.9509068 -0.76685774 0.4874359 0.21748555 0.03164796 0.58248997 0.087852366 0.049325287 -0.23512703 0.69608057 -0.54708236 -0.8954473 -0.12001332
682 0.34236807 0.22763757 0.13824777 -0.38850114 0.02451581 0.19602342 0.09318313 0.6787378 -0.50214976 0.63542324 0.64486074 0.14739552 -0.3109175 -0.61979276 0.660084 -0.35621953 0.97736526 0.11209499 -0.2696365 -0.6762846
229 -0.1649141 -0.8519958 0.15726747 0.16959897 -0.56590044 -0.29027796 0.30233636 0.5214373 0.6504235 0.5598445 0.82992566 -0.31076625 0.4172923 0.53648674 0.1623433 0.58804375 0.85786563 -0.21146005 0.08164411 -0.31685486
202 0.25451362 -0.6571713 0.7950085 0.25854304 -0.46105817 -0.8063993 0.5208726 0.48745912 0.39569607 0.06317758 0.7320079 -0.4485963 0.22962727 0.5353308 0.18580614 0.53705966 0.60999864 -0.16578673 0.024710342 -0.7607153
657 0.3790437 0.38367414 -0.22396164 -0.2763215 -0.19206879 -0.082343146 -0.29019064 0.3028124 -0.42226097 0.7296116 0.5855435 -0.03668069 0.13339461 -0.29642084 0.3710093 -0.8279045 1.3455511 -0.0654034 -0.30723202 -0.5312366
591 0.53565866 0.53497773 -0.11403126 -0.49670845 -0.29948196 0.95275277 -0.23086098 -0.009979927 -0.19771272 -0.1915944 0.74711597 -0.54068226 0.6636174 -0.013174961 0.46997133 0.65820336 0.47756067 -0.16012642 -0.43875304 -1.0004011
747 -0.62847996 0.795783 -0.032453585 -0.15540707 -0.53466165 0.044938017 0.5899913 0.9122677 -0.74567235 0.48837566 0.28287193 -0.095489316 0.5255386 0.018204141 0.043953665 -0.25856838 0.71328115 -0.5078389 -0.8768103 -0.20532463
208 0.1508063 -0.75928336 0.55736005 0.28005895 -0.58454 -0.8454547 0.5024528 0.4274031 0.34199807 0.19103123 0.750064 -0.42598462 0.060101505 0.48909608 0.12495822 0.6281441 0.5404384 -0.2481586 0.017129298 -0.69710475
209 0.07363831 -0.7771204 0.53093714 0.23295605 -0.58396125 -0.6885321 0.52919155 0.48034695 0.31115347 0.19094634 0.75756615 -0.4755312 0.13778858 0.4979378 0.12465765 0.6256996 0.4987144 -0.32848242 0.03352719 -0.679485
628 -0.012727433 0.6718007 -0.3821995 -0.07957069 -0.1856476 0.44532722 0.7062474 -0.34777474 -0.50554323 0.30559495 0.63514054 -0.14442782 0.037385233 -0.5114542 0.5678742 0.2187708 0.9647456 -0.14151022 0.113356955 -1.0315764
181 0.30932826 -0.16468807 0.52112734 0.23013176 -0.03555759 -0.8449085 0.046626646 0.46092594 0.1411082 0.407212 0.8104805 -0.5187662 0.36677134 0.86026007 -0.03571539 0.21753706 0.27640113 -0.70497006 0.29290828 -0.7632432
234 -0.20515922 -0.86793363 0.18159136 -0.044426553 -0.63789123 -0.36193177 0.24127568 0.57817173 0.76087904 0.5543538 0.64768517 -0.2908814 0.67603797 0.36297786 0.1810949 0.7435447 0.7494543 -0.41148195 0.105437964 -0.20625599
592 0.54028374 0.43878627 -0.20802519 -0.5576412 -0.3210122 1.0019186 -0.116217844 -0.032031793 -0.2637653 -0.3501202 0.6300915 -0.5252671 0.7121856 -0.06096106 0.45824176 0.6689735 0.5797238 -0.12574905 -0.4589879 -1.07344
590 0.50007534 0.53202367 -0.2223664 -0.5280539 -0.29685083 0.9983171 -0.19869286 -0.0007666289 -0.25599003 -0.18689942 0.6889972 -0.47534323 0.80680746 -0.033355445 0.43474022 0.6491146 0.4573297 -0.19756286 -0.47079566 -1.011841
673 0.3296116 0.32802895 -0.04668822 -0.39473495 -0.010438505 -0.06312545 -0.08893281 0.6089114 -0.47705406 0.5800576 0.51924986 -0.13795689 -0.2109439 -0.6220227 0.65867907 -0.25887138 1.2042683 0.354549 -0.37620902 -0.5243435
774 -0.20544167 0.89799255 -0.4416292 -0.28787112 -0.77298325 0.22848679 0.9119672 -0.15576103 -0.7320674 0.0063744746 0.6319534 -0.53264934 -0.08887441 -0.45193574 0.35217142 0.25410026 0.7127221 -0.7694063 -0.021801565 -0.45898628
758 -0.27510574 0.707259 0.03282517 -0.1653542 -0.5910393 -0.061730187 0.5564358 0.3191957 -0.86028993 0.40662837 0.64383304 0.05657657 0.13816915 0.026950948 -0.032787636 -0.47011122 0.74527 -0.59247005 -0.7512933 -0.33025923
675 0.35332206 0.3514356 0.13928387 -0.39823472 -0.048481744 0.053122155 0.005500834 0.6512456 -0.49728414 0.634867 0.50955373 -0.06481708 -0.20524886 -0.60635555 0.6689254 -0.29761901 1.0976201 0.25643942 -0.34137207 -0.59198296
