749 30
201 -0.24901792 -0.29749233 0.26894683 0.061916843 -0.15545274 0.11881024 0.5295833 0.41521913 -0.8112812 0.083356954 0.26745108 0.3351976 -0.3567078 -0.09208164 0.047277883 -0.8963042 -0.093467824 0.82014453 -0.25203857 0.61115944 -0.41826886 -0.0297246 -0.0821368 -0.37148324 0.6336259 -0.52748734 0.04991744 -0.020146098 0.15949705 0.172143
204 -0.26491442 -0.29454443 0.11304032 0.031537224 -0.13028163 0.07750248 0.41675308 0.49296644 -0.95123905 0.07742379 0.20735241 0.32460147 -0.34238732 -0.30257487 -0.0661195 -0.97836995 -0.10885647 0.88025135 -0.22974192 0.602408 -0.35163847 -0.09888025 -0.24963254 -0.30598846 0.6338595 -0.4217107 0.0681581 0.019059887 0.17967676 0.08215064
680 -0.0047756224 0.025203928 -0.46099675 -0.24384272 0.31005377 0.12957409 0.51014584 0.10550928 -0.44109324 0.47891444 0.27535206 -0.15718353 0.43523315 -0.67468774 0.23919064 -0.18467572 -0.0021676987 -0.1451543 -1.2120615 0.12022536 -0.30915108 0.14497563 -0.18960965 -0.6641363 -0.50508267 -0.0015937305 0.37398073 -0.38354105 0.08495905 -0.6150572
156 -0.45049626 -0.065319315 0.10160268 -0.39933354 0.09467996 -0.09880444 0.48891398 0.7556122 -0.50979865 0.09612729 0.5731234 0.10621583 -0.5290835 -0.116039366 -0.6513913 -0.6465388 0.037397947 -0.07421847 -0.021530094 0.79559183 -0.7504277 0.33031744 0.18839526 0.17072265 0.3335915 -0.31150696 -0.22983892 0.042943973 -0.23822257 -0.25276393
203 -0.4070172 -0.36318424 0.1647239 0.032951485 -0.16004848 0.061370265 0.40084538 0.43444815 -0.7382825 0.03330983 0.30022073 0.29973775 -0.37794346 -0.2882193 -0.008922039 -0.85107315 -0.093901515 0.8466611 -0.3751865 0.6268904 -0.3711862 -0.06697417 -0.08840036 -0.34822053 0.65855145 -0.49922413 0.019103333 -0.043928698 0.20940243 0.16169569
750 -0.117547825 0.12988271 0.7375796 -0.33547032 0.4045466 0.32158402 0.40678987 -0.5279566 -0.38703087 0.3373859 0.37469563 -0.02631879 -0.46379885 -0.29195672 -0.46949846 -0.052342243 0.054054156 0.2848872 -1.0177698 -0.26859388 -0.51328546 0.35087812 -0.095757835 0.12670015 -0.25309741 0.32205263 0.5272773 -0.6554154 0.21954621 -0.43453234
677 -0.073012576 0.12171331 -0.41030437 -0.23988014 0.1976252 0.12196161 0.4389563 0.20021823 -0.5215532 0.5227899 0.25282648 -0.2614031 0.47306082 -0.5894575 0.0746882 -0.15754327 0.14870416 -0.17222883 -1.1598154 0.038926993 -0.28887087 0.0941152 -0.22574577 -0.5875338 -0.52203137 0.052425172 0.3699518 -0.4003263 0.15523943 -0.61558145
751 -0.033066932 0.09391966 0.6793222 -0.42778918 0.28699434 0.34496197 0.39176035 -0.4845874 -0.42687568 0.36658016 0.273097 -0.022613484 -0.47312206 -0.24353783 -0.5159395 -0.09780158 0.01345607 0.23613384 -1.0848845 -0.38954616 -0.4929846 0.29538408 -0.054318428 0.09804943 -0.20716895 0.35886434 0.48754886 -0.5910436 0.19969586 -0.53218573
749 -0.08619009 0.16433291 0.74185234 -0.3227862 0.17176189 0.30171838 0.35169888 -0.46898156 -0.33283225 0.37905234 0.29979503 -0.0450394 -0.4513104 -0.2594009 -0.51895976 -0.119653925 0.1128394 0.35208443 -1.0913054 -0.38497818 -0.41615716 0.34618595 -0.10469813 0.039385043 -0.27115455 0.336714 0.52042526 -0.6067373 0.23642929 -0.5212899
228 -0.11278776 0.104031965 0.42142957 -0.034717534 -0.09193904 0.38213056 0.25524956 0.5827891 -0.74582106 -0.086445704 0.4567451 0.33205113 -0.4201533 -0.389512 0.1769351 -0.94299376 -0.32525373 0.3170381 -0.4235113 0.86276716 -0.38186395 -0.4699676 -0.026899198 -0.109421626 0.70521927 0.18410386 0.23759083 -0.22930308 0.09843595 0.4591712
226 -0.12363315 0.08580552 0.30880943 -0.05144588 -0.20510933 0.32006028 0.26277894 0.58290046 -0.8133096 -0.108816616 0.4463254 0.22373696 -0.39963716 -0.40225273 0.13465342 -0.9760445 -0.3009849 0.36799437 -0.3784098 0.77293617 -0.3450643 -0.49339053 -0.100228645 -0.2369423 0.69688475 0.17362748 0.23924437 -0.28517392 0.06597663 0.41616288
676 0.0015944268 0.11147531 -0.3834708 -0.32060194 0.18816493 0.1618674 0.4556255 0.17040244 -0.58532816 0.546571 0.21396996 -0.32694685 0.41873902 -0.41762874 0.11220247 -0.18311492 0.13630086 -0.18909733 -1.1378274 0.104345396 -0.30126464 0.02546712 -0.30165192 -0.6175157 -0.45071948 -0.0473266 0.40415296 -0.30595076 0.231233 -0.63835776
745 -0.15731563 0.19637956 0.85291195 -0.41971946 0.30541837 0.39748803 0.29041207 -0.5352661 -0.20987245 0.3665073 0.33212385 0.1516025 -0.40410194 -0.37932777 -0.48374072 -0.118074484 0.1611235 0.6085709 -1.1218271 -0.43379292 -0.37579167 0.3172888 -0.08781827 0.13979045 -0.19576466 0.09460827 0.3474966 -0.6290999 0.26233408 -0.5656532
