749 15
657 -0.33934647 -0.62032086 -0.111834824 -0.6402669 -0.7267534 0.4707079 0.65015423 -0.36619443 -0.2541977 0.27321565 0.43734327 0.107739225 0.06875472 0.53514403 -0.6037654
234 0.40239635 0.23873526 -0.13843898 -0.30941725 -0.8810023 0.20542476 -0.67168504 0.52291954 -0.84908307 0.5313334 0.09953226 0.10382979 -0.54399246 -0.21414785 -0.4191399
265 -0.08867537 -0.22566085 0.63939685 -0.6896225 -0.5865724 -0.7736318 -0.5751811 -0.6826461 -0.16851324 0.28732184 0.8031025 -0.18202782 -0.32932666 0.111884624 0.20281032
15 0.251885 0.5327014 0.37481913 -0.4332203 -0.09877787 0.4575557 -0.45050874 0.4677394 -0.32497278 0.8027577 0.33242172 -0.40737444 0.52800477 0.4492777 -0.47695637
55 -0.23523992 0.36576968 -0.17243944 -0.45129788 0.2651161 0.5389256 -0.7065285 0.33813456 -0.5137228 0.54766214 0.97422624 -0.029555954 0.13876657 0.022672085 -0.18058543
201 0.031096105 -0.21863082 -0.2918054 -0.5486351 -0.6047992 0.27777046 -1.1173363 0.2928415 -0.48269367 0.16051295 -0.059978247 0.100913815 0.38835028 -0.3720114 -0.42442116
16 0.28450826 0.5642099 0.32486084 -0.38270986 -0.22050594 0.42682892 -0.40762886 0.3731738 -0.3948032 0.70330703 0.26346117 -0.41310087 0.6247646 0.41685912 -0.5159539
38 0.00941406 0.8973748 -0.2270672 -0.27007353 -0.25725782 0.13980131 -0.63118505 0.06505128 -0.44211754 0.28258172 0.5178909 -0.27454785 0.7992451 0.17146634 -0.5998498
181 0.68118453 -0.39652 -0.4293379 -0.77012944 -0.31306955 0.51015484 -0.8617313 0.09044049 -0.34480378 0.32994902 0.022935376 -0.10122366 0.10845123 -0.4663267 -0.24869314
31 0.2806893 0.9967537 0.11379663 -0.43758905 -0.33600542 0.31302127 -0.45349035 0.18526328 -0.37726986 0.3717643 0.40932968 -0.42760167 0.8069154 0.08114947 -0.3388345
204 -0.013831574 -0.2519087 -0.2300371 -0.46698284 -0.6903117 0.23571225 -1.0458009 0.2988728 -0.54460967 0.16912608 -0.074691355 0.089817725 0.6177614 -0.24463992 -0.44397599
462 -0.6514109 -0.18172796 -0.8927197 -0.03774686 -0.49696296 -0.026397329 -0.8820856 -0.3560915 0.09904719 -0.0019777925 0.17859542 -0.60388964 -0.14449222 1.0804123 0.119363226
183 0.692071 -0.27847782 -0.43997234 -0.7163467 -0.40277752 0.49762365 -0.89182043 0.08866145 -0.3304044 0.27191752 0.016683863 0.028869567 0.070310645 -0.4225124 -0.21158062
