749 30
657 -0.71029764 0.07624792 0.3657844 0.1095977 -0.2759808 0.8451707 0.6734931 0.4255366 0.24877444 0.176869 -0.04505204 -0.0073464713 0.098348066 -0.47103697 0.049885213 -0.43679655 -0.08100495 -0.2142407 0.11786433 -0.33792016 0.023174264 -0.484381 0.30480558 0.23130956 0.34046027 -0.41117328 -0.18569255 -0.10595675 -0.30148366 0.00046363423
265 -0.68620783 -0.0862651 -0.1444255 0.07691893 -0.34191492 0.0823893 0.5677052 0.7521342 -0.5552672 0.2606398 -0.67600787 0.3521415 -0.5998897 0.06076363 0.052559357 -0.1986236 0.13866112 0.3886607 -0.43227592 0.33898923 -0.1574017 0.54798067 0.06250177 -0.36906728 0.11937814 0.09567361 0.09375559 -0.20272039 0.09320661 0.34387115
55 -0.10377847 -0.31997782 0.10051526 0.22307365 -0.045543596 0.06600536 0.31816226 -0.3807887 -0.3670966 0.7329335 0.029875157 -0.18872616 -0.17954504 -0.32144094 -0.17801647 -0.28140435 0.12988393 0.41339648 -0.14643991 -0.3476916 0.3324004 0.4173218 0.31750894 0.27471566 0.29465753 -0.25467944 0.26794085 -0.51605153 -0.15415326 -0.92288166
201 0.04878402 -0.123666845 0.22963065 -0.36500058 -0.0063614156 0.6685697 0.21822105 0.17128716 -0.09647284 0.7579637 0.31965804 0.46769387 -0.5391324 0.35065594 -0.1762333 0.24043009 -0.05516618 0.33637682 -0.49550796 0.08447137 0.6503006 -0.15869421 0.023670867 0.33391356 0.21103904 0.11347998 0.39234003 -0.04599488 -0.20012663 -0.3084814
234 -0.033337995 0.3376729 0.3296072 -0.21315612 -0.24586284 0.17594141 0.2435632 0.25175092 -0.12856172 0.6986952 0.5297377 0.10120334 -0.3354897 0.24143955 -0.9520499 -0.11249076 0.27494428 -0.30921224 -0.29992342 0.12257241 0.5467988 0.338537 0.2511701 0.40670073 0.093522504 0.22877014 0.47578213 0.018836122 -0.5141612 -0.46434942
591 -0.4132987 -0.18357179 0.5370405 0.12841845 0.118545875 0.4447652 0.55571765 0.2069711 0.4013425 0.39536119 -0.35422838 0.26607874 0.076189466 0.29917303 -0.2155152 -0.0228444 0.1395313 -0.5573803 -0.4914686 0.065962024 -0.097097024 -0.21087459 0.20999905 0.54805434 0.88857234 -0.2745184 -0.43500248 0.42731205 -0.002249065 0.060835835
38 -0.563127 -0.33155933 -0.05649359 0.22036684 0.8029308 0.48774213 0.5920414 -0.0625109 -0.04796393 0.013704211 0.047370907 0.17795648 -0.12756738 -0.20005852 -0.3092661 0.102197975 0.16711321 0.46415347 -0.050778594 -0.12166652 0.49049583 0.30502233 0.5496628 0.2306003 0.46730664 0.5207574 0.4225062 -0.25380746 -0.12293302 -0.54423493
264 -0.63893163 -0.06496868 -0.1260171 0.06611963 -0.2872684 0.09128892 0.6304622 0.6986038 -0.54135644 0.25834644 -0.7270419 0.31737658 -0.6818621 0.026534582 0.04307697 -0.24080747 0.14227642 0.40205902 -0.43200636 0.47868213 -0.18923461 0.5150541 -0.0014888799 -0.3640424 0.06879993 0.13713163 0.12594803 -0.20643128 0.058035843 0.3655401
15 -0.13474582 -0.5165847 0.29609665 -0.42524862 -0.14277431 0.22019102 0.589414 0.02207841 -0.33892974 0.06817445 0.22834913 -0.102154285 0.008337653 -0.06838287 -0.16213372 0.10001128 0.26355687 0.23280457 0.10070061 0.17480224 0.54025173 0.067561075 0.75927967 0.5673005 0.044764917 0.4480086 0.3493794 -0.16859141 0.23979567 -0.7567675
181 0.14626446 -0.038836222 0.16656494 -0.3041762 -0.27515852 0.41104525 0.44656196 -0.059283834 0.2591874 0.48973215 0.039276227 0.522653 -0.29749462 0.29312825 -0.56539404 0.05448261 -0.3038849 -0.110681556 -0.44536057 0.24978305 0.71400887 -0.07494238 0.20832792 -0.37575135 0.2674426 -0.04974865 0.18755086 -0.5494527 -0.23201942 -0.5762371
