749 15
201 0.22730973 -0.67322844 1.2867568 0.65557104 0.31805828 -0.5988108 -0.13859253 0.18452139 0.26378554 -0.31008443 0.25645337 0.61198485 0.77237785 0.19603086 -0.5648332
204 0.25989586 -0.5224869 1.2784187 0.683316 0.35952333 -0.50041133 -0.013049984 0.2641701 0.30070087 -0.2617474 0.26658016 0.7332231 0.8032871 0.14380169 -0.5570075
680 0.30221897 0.29791254 0.9009164 -0.6794554 0.43198913 0.48857114 -0.69373095 0.1681906 0.8718156 -0.58997166 0.47208035 -0.23423333 0.38260123 0.60446185 0.13510315
156 -0.6618341 -0.044199403 1.2612531 0.11647159 -0.08819627 -0.8950931 0.70343494 -0.3344546 0.6726289 -0.094130985 0.5424374 0.41483945 0.33054358 0.106138326 -0.5598688
677 0.29114038 0.27591822 0.91026706 -0.633873 0.4448622 0.56129843 -0.7181883 0.041980177 0.8949228 -0.54407144 0.5154328 -0.18130167 0.30138338 0.6473835 0.06945481
749 -0.04806373 0.110766314 0.96921915 -0.9648667 0.26666793 0.41918355 -0.24643473 0.10475918 -0.6141416 -0.55116254 1.4252468 0.3025794 0.19227912 -0.14334738 0.43507773
750 -0.14174256 0.042733703 0.9721577 -0.916198 0.30422592 0.52187747 -0.2863788 0.115395576 -0.60072887 -0.49042678 1.3037419 0.3247245 0.2498826 -0.12401871 0.47251388
203 0.2609884 -0.5853776 1.2688627 0.704028 0.283367 -0.53418577 -0.011814175 0.16213712 0.2350777 -0.31294435 0.35838842 0.70214874 0.79413 0.20484391 -0.47778964
751 -0.20061599 0.032638047 0.96086794 -0.93990767 0.12783095 0.5273504 -0.2560056 0.14168018 -0.5760484 -0.5318783 1.2863299 0.2863228 0.28420696 -0.02494255 0.4661251
228 0.54724604 -0.3506044 1.3722166 0.5939398 0.29139844 0.055056334 0.16541183 -0.24262324 0.16310441 0.065169394 0.5283013 0.92792815 0.4369545 -0.41452762 -0.77415884
226 0.5767137 -0.39930487 1.3524489 0.6098261 0.28371432 0.093795955 0.2189323 -0.26086125 0.18042818 0.02695494 0.5801255 0.9664996 0.45179003 -0.23143172 -0.7551627
676 0.34048653 0.3725447 0.8800195 -0.709771 0.46953014 0.5756413 -0.6402958 -0.018454986 0.8880746 -0.47923982 0.5933282 -0.14464006 0.2574285 0.61505926 0.08478657
681 0.37920234 0.292837 0.9283093 -0.6614979 0.42953867 0.55137044 -0.70645374 0.31232932 0.831696 -0.6049461 0.5069166 -0.21454345 0.3595836 0.6076215 0.037910502
658 0.22412145 0.108755 0.8512211 -0.7159345 0.4449331 0.64408076 -0.5174227 -0.4252342 0.86058944 -0.37204677 0.6700333 0.23484759 -0.098958746 0.7241651 0.3699572
753 -0.20083849 -0.03472994 0.98573405 -0.91701907 0.23210846 0.4697037 -0.2926746 0.17834397 -0.53651166 -0.573179 1.2867155 0.31228423 0.21075882 -0.00899958 0.55558515
205 0.23028502 -0.6174302 1.285349 0.72918236 0.30122516 -0.53892255 -0.025517136 0.17097655 0.23393805 -0.24501888 0.3674166 0.8081456 0.76628613 0.05647989 -0.5446781
230 0.53778064 -0.32107556 1.4312716 0.57062364 0.40033224 0.123727754 0.20334008 -0.31667665 0.15877625 0.049126584 0.49290672 0.83074164 0.5398045 -0.4602603 -0.75590223
745 -0.11061035 0.09689958 0.94924766 -0.8763691 0.21601978 0.49914083 -0.16668692 0.024924563 -0.51421523 -0.58790195 1.4082901 0.15856212 0.21742132 -0.3781961 0.41835165
682 0.32972425 0.28317457 0.92300457 -0.6712702 0.4711138 0.49981844 -0.7291365 0.1856951 0.8735317 -0.6547041 0.43149477 -0.14165467 0.29717332 0.5558295 0.08470688
202 0.19851111 -0.7025534 1.243514 0.7100795 0.30916736 -0.527118 -0.030969221 0.1879094 0.24541195 -0.22822852 0.3064524 0.7011963 0.8690124 0.13459384 -0.4947012
748 -0.14426377 0.06527223 0.9746905 -0.8918768 0.24108142 0.5717786 -0.20165117 0.07321372 -0.560781 -0.55743885 1.4098723 0.25946587 0.23145048 -0.23317283 0.40391183
208 0.3363051 -0.57789093 1.3231204 0.7497846 0.3219563 -0.38843554 0.07996328 0.17917584 0.26709896 -0.18148586 0.42334542 0.83175844 0.73788375 0.04985643 -0.55387354
657 0.19603263 0.063303836 0.83911365 -0.7111154 0.41242102 0.63524264 -0.57491094 -0.47915426 0.80428606 -0.38365716 0.6789836 0.2695199 -0.115713745 0.7610701 0.39256302
229 0.5436284 -0.3832 1.3906431 0.65979046 0.2986464 0.0781047 0.109027565 -0.2848634 0.17430964 -0.0056460393 0.5852182 0.9250598 0.42309657 -0.39718312 -0.7257908
209 0.38454083 -0.6169796 1.2942643 0.68743527 0.2582468 -0.426876 -0.009544505 0.22053201 0.20263125 -0.23480189 0.37471634 0.86450493 0.70911956 0.007686737 -0.6174765
679 0.34328237 0.33362094 0.93330514 -0.6759823 0.45724037 0.50582325 -0.6523453 0.15250798 0.89239407 -0.59604764 0.5726678 -0.16596642 0.31006065 0.6842235 0.087838575
181 -0.40702432 -0.86764014 1.1406194 0.19130369 0.20278344 -0.5722158 0.25847098 -0.23679489 0.47964942 -0.2642172 0.07720036 0.6197958 0.5517952 0.29244977 -0.81284434
160 -0.67767346 -0.22591501 1.2047057 0.05501866 -0.0011089945 -0.81110054 0.6486755 -0.29986787 0.6553326 -0.15511821 0.4259261 0.3443728 0.34365836 0.13609543 -0.675881
