300 4
97 -0.016081255 -0.51674706 0.84656197 0.14843722
20 -0.088017 -0.8301411 0.5773621 0.29892778
157 -0.09110584 -0.63184386 0.75213724 -0.03399471
204 -0.08564994 -0.4920314 0.8649867 0.093658015
42 0.099931054 -0.67804754 0.72972035 -0.09562026
285 0.13893478 -0.5404403 0.8470879 0.0489359
23 -0.2499162 -0.6913858 0.68122625 0.19796075
282 -0.040474694 -0.69405484 0.7007122 3.970853e-05
255 0.18435071 -0.6234715 0.77947855 0.04216084
139 0.14299719 -0.633854 0.7678167 0.07430505
189 -0.20968363 -0.6563828 0.7220436 -0.13166882
32 -0.22537673 -0.5713966 0.7779384 0.3518798
195 0.20523053 -0.6902423 0.71969295 0.24396151
276 -0.12839346 -0.5053467 0.85196424 -0.04052577
91 0.047775712 -0.6707943 0.72864336 0.037843887
120 -0.292478 -0.7340974 0.6417572 0.1229908
125 -0.10141998 -0.7759005 0.62249285 0.30598786
11 -0.1728975 -0.46381927 0.8811726 0.0853805
17 -0.14813763 -0.7361265 0.6525785 0.096911214
260 0.09423646 -0.6277519 0.7759587 -0.21475413
98 0.2096123 -0.5115675 0.87685186 0.12158253
216 -0.2644145 -0.49908704 0.8483539 -0.037830483
137 -0.11125424 -0.45741895 0.88930124 0.129585
68 0.075990625 -0.6593615 0.7384951 0.09305338
114 -0.3577259 -0.56481105 0.7750245 0.1743498
230 -0.41580707 -0.42748153 0.8816038 0.30512297
231 0.005842462 -0.637775 0.74729806 0.11509645
162 -0.08365569 -0.66039455 0.7229258 -0.039652873
272 -0.13264881 -0.5396679 0.8182269 0.04223422
82 0.09917844 -0.5568377 0.8224503 0.12015579
101 -0.1446232 -0.48981887 0.86149186 0.09304301
243 0.1985179 -0.6091195 0.79656816 0.115501195
283 -0.3309001 -0.40044865 0.91922987 -0.0075618983
13 -0.06174804 -0.8040504 0.597755 0.41066492
141 0.05188488 -0.5115494 0.8581153 0.16557422
180 0.08395553 -0.7743957 0.64574295 -0.0095806485
298 0.10488756 -0.58820176 0.7950725 0.08224143
1 -0.09868707 -0.5218307 0.84518266 -0.18376447
76 -0.2256982 -0.6836815 0.6875407 0.13752934
210 -0.09546663 -0.61765563 0.74801886 0.3266209
75 -0.19110256 -0.8459106 0.5618383 0.042436138
12 0.022076348 -0.48458052 0.88095486 -0.042017434
237 -0.20999452 -0.71129274 0.6770793 -0.19549364
234 -0.004271187 -0.47505784 0.8901655 -0.13940379
165 -0.18024789 -0.63839155 0.7321924 0.031992484
213 -0.11762356 -0.49840763 0.86685795 -0.27332014
67 -0.026715422 -0.48495772 0.8812107 -0.16840959
31 0.08804272 -0.79361904 0.636295 -0.20199513
291 -0.0073015774 -0.82367265 0.5895133 0.13533692
41 -0.019680671 -0.608211 0.7744503 0.07797403
238 0.10587269 -0.76589185 0.6499702 0.20405741
71 -0.069412105 -0.7161119 0.6762426 0.03134618
136 -0.08675417 -0.6458792 0.7343006 0.088301696
164 0.17296797 -0.37584397 0.9892426 -0.094076894
277 -0.0697221 -0.54197097 0.8176845 0.20492654
78 -0.067996316 -0.86360514 0.56004786 -0.11943304
184 0.05408693 -0.5977878 0.78820556 0.10220994
27 -0.29442462 -0.6518555 0.720368 -0.054867283
191 -0.2658611 -0.8802298 0.52379805 0.058521282
173 -0.04109129 -0.63444996 0.7492768 0.071909204
51 -0.021309389 -0.68418175 0.70774996 0.14977069
144 0.057269044 -0.5938216 0.7991029 -0.14663364
153 -0.23977898 -0.5997272 0.76055264 0.060833123
28 -0.14847994 -0.80151963 0.6109158 -0.28431007
242 -0.011960182 -0.79504603 0.62712485 -0.12142761
147 -0.060912017 -0.50122875 0.8616928 0.008059362
240 0.048896603 -0.409574 0.9410321 0.28105873
236 -0.23931448 -0.55508727 0.7983285 0.09864802
18 0.06598469 -0.74950296 0.6627287 -0.10069465
66 0.4671996 -0.63208246 0.80454814 -0.047869522
287 -0.03899958 -0.6062394 0.7789837 -0.2043115
24 -0.024879703 -0.75833946 0.65324074 -0.13451001
100 0.09208633 -0.6621066 0.73115563 0.09805822
177 0.18799949 -0.6702479 0.73812777 0.1530905
253 0.04123603 -0.61496526 0.77801895 -0.1829514
151 0.037056208 -0.4911108 0.8806648 -0.015427614
108 -0.14604406 -0.71257395 0.66900104 0.3613564
261 0.058553882 -0.7199251 0.6902652 -0.012203102
127 0.08331561 -0.5862229 0.80048615 -0.056638047
126 0.061631616 -0.6781023 0.7252836 -0.049919404
93 -0.075736046 -0.71037066 0.6771637 0.31487304
63 -0.22579531 -0.6801313 0.70144016 0.038364686
47 -0.23324014 -0.70738155 0.677413 -0.06599506
270 -0.28514385 -0.5162313 0.8221102 0.20304517
288 0.3684243 -0.8479092 0.59896016 0.31088623
245 0.06620206 -0.48970425 0.8874902 -0.12881438
252 0.074365824 -0.5694724 0.817371 -0.04548462
192 -0.1532623 -0.7335041 0.6586903 -0.067608654
38 -0.2509433 -0.6716757 0.6961023 0.27511322
207 -0.3327722 -0.56518364 0.78843725 -0.16257134
221 -0.19654474 -0.61178166 0.7622603 -0.28907806
226 -0.05436397 -0.7981668 0.6105287 0.18157944
4 -0.116428666 -0.6877594 0.70627135 -0.21030305
95 -0.021602932 -0.45432636 0.9024071 -0.006136167
145 0.0075277705 -0.670622 0.7229424 0.03292944
10 -0.3214045 -0.56149143 0.7859166 0.05496664
188 -0.20086864 -0.6004597 0.75749236 0.22176607
269 -0.27415878 -0.9083126 0.49881968 0.109503426
53 -0.106901675 -0.50545067 0.85826284 -0.1354703
229 0.1811845 -0.73361313 0.69465524 -0.18226698
72 -0.15151326 -0.61381257 0.7639525 -0.20134068
289 -0.078719534 -0.60269874 0.76686305 0.069976844
187 -0.081441045 -0.6665835 0.7124919 0.19922704
132 -0.25666994 -0.5978927 0.76563543 -0.09810432
60 -0.06752855 -0.51273197 0.85700274 -0.14802338
200 -0.0038335032 -0.8587364 0.56014055 0.1772503
248 -0.090010464 -0.7011106 0.6898526 0.049095605
223 -0.052704617 -0.62575126 0.7523536 0.04426981
111 -0.075403936 -0.6248204 0.7525241 -0.016301544
262 -0.38164508 -0.6662825 0.6913539 0.09945607
249 0.02075352 -0.658951 0.73841846 -0.10653097
268 0.029070947 -0.62333745 0.76264995 0.14572544
