289 10
201 0.577344 0.3418556 0.013404679 0.5158806 0.643624 0.6693746 0.9877181 -0.2618697 -0.27208138 -0.38371518
204 0.543836 0.47321224 0.06326787 0.5039499 0.53340214 0.70210886 0.9609713 -0.26817715 -0.2799776 -0.36134794
203 0.5454678 0.39538607 0.11745417 0.4818633 0.59815764 0.68340033 0.96586055 -0.25354263 -0.25965297 -0.34479457
156 0.74916834 -0.26486924 -0.16853268 -0.18283416 -0.13328354 0.8278217 0.9347872 0.42036238 0.39219493 -0.83686835
230 0.7028328 0.3152511 0.42384437 -0.060146 0.2636138 0.934329 0.9455985 -0.730321 -0.093789466 0.13398494
228 0.7638185 0.341926 0.50439614 -0.036840696 0.19841789 0.9103987 0.97719175 -0.70390683 -0.12571855 0.05490151
226 0.72040075 0.36471474 0.45558673 -0.027030304 0.20752072 0.91146934 0.868151 -0.7182497 -0.09930395 0.021249017
205 0.58071417 0.3902038 0.105319954 0.48983 0.56172764 0.6676648 0.9758863 -0.25517246 -0.28015 -0.30111358
202 0.51380116 0.34279385 0.041121904 0.5346154 0.60761607 0.6983802 1.0049349 -0.23594339 -0.2757942 -0.37425485
229 0.6822712 0.37254012 0.41859224 -0.043957096 0.2393213 0.9863391 0.93628794 -0.71814144 -0.12715222 0.07626821
750 0.10700783 0.21061352 -0.94800943 0.9128873 0.31335905 0.13290438 0.21271662 -0.689002 1.6286451 0.01004341
749 0.05092185 0.27466786 -0.8974722 0.9148224 0.336391 0.14327614 0.27134097 -0.80059296 1.5945467 -0.017911678
208 0.6134277 0.48744342 0.14075413 0.40672487 0.48090535 0.7595758 0.96977603 -0.35519353 -0.27215824 -0.35336998
751 0.088812865 0.21162502 -0.8980886 0.9003334 0.37900075 0.18001539 0.16394337 -0.7130713 1.6149464 0.084913954
160 0.77029353 -0.09641816 -0.21636356 -0.22856534 0.09078408 0.7766515 0.8380363 0.43278185 0.36706403 -0.77711713
