322 10
308 0.35383472 -0.13642378 0.7831179 0.5290474 -0.30569306 0.7726619 0.7002259 0.047938872 -0.6290696 0.027707523
293 -0.0007752044 0.10809617 1.0626401 0.6612658 0.3460135 0.1506505 0.8359229 0.045836452 -0.48751473 -0.21354678
291 -0.011744516 0.070623256 1.0827253 0.6739333 0.36020765 0.08575203 0.83036584 -0.004854674 -0.5447496 -0.14910074
290 -0.053876124 0.0010184534 1.0039253 0.6435793 0.39865118 0.13394915 0.8266654 0.13999 -0.431144 -0.141466
292 -0.042480987 0.13712764 1.0480003 0.61212707 0.29876056 0.12145931 0.8478843 0.052900698 -0.4505762 -0.21650584
287 -0.034751732 0.0012928798 1.011915 0.6369471 0.47963014 -0.011549102 0.8624535 0.13650712 -0.45521313 -0.16489294
289 -0.031977125 0.033506002 1.0519685 0.6871355 0.40634787 0.027951082 0.8126673 0.04071389 -0.52047837 -0.23160844
294 0.011718232 0.13331212 1.0873268 0.6643298 0.31512922 0.13671479 0.8381357 0.007847453 -0.5667004 -0.16920266
286 -0.033231784 -0.044095237 1.0247812 0.7015163 0.5439716 0.08648178 0.8398424 0.19358191 -0.4409725 -0.12155323
285 -0.18466416 -0.0836979 1.0444647 0.6381162 0.5221553 -0.007162024 0.88540524 0.1392004 -0.40677413 -0.17309481
264 0.18209784 -0.80752647 0.6938992 0.4744045 0.71685416 -0.081671916 0.9151887 0.6623734 -0.28357905 -0.116153784
253 0.5916446 -0.54656637 0.605629 0.64869773 0.78851473 -0.13553162 0.7019478 0.83932656 -0.378385 -0.05222842
265 0.18211776 -0.7557436 0.70529854 0.44690347 0.7240144 -0.07614475 0.8793226 0.66923875 -0.2467529 -0.20020543
257 0.51264143 -0.7327253 0.6458846 0.5350901 0.8216984 -0.13419013 0.651511 0.86054915 -0.34094432 0.015013882
284 -0.11742101 -0.09118275 0.9870739 0.6214071 0.55160666 0.0012209616 0.857341 0.16875595 -0.33015776 -0.14426032
263 0.28432563 -0.7693631 0.653455 0.46376592 0.6968772 -0.04383476 0.82813156 0.69537073 -0.27633223 -0.22051042
295 -0.0041433293 0.11377339 1.1076729 0.62536746 0.26585254 0.18920997 0.8090353 -0.053095486 -0.5245475 -0.21039563
255 0.5404586 -0.6145185 0.64133906 0.55313355 0.77018744 -0.18816656 0.6401118 0.8705143 -0.40610626 0.028509678
266 0.15729424 -0.72138876 0.7383447 0.48098364 0.7146912 -0.020786302 0.88970286 0.67527926 -0.2768302 -0.19980025
302 0.17627908 0.058492683 1.0777838 0.5787553 0.014234623 0.4721533 0.73883724 0.030967496 -0.6939193 -0.27961248
256 0.5313493 -0.61140335 0.6222417 0.57353485 0.773702 -0.16323678 0.61627454 0.84916514 -0.37479648 -0.04752778
260 0.3759396 -0.7833197 0.68572336 0.43957523 0.7438417 -0.09313374 0.80709726 0.81238383 -0.31321588 -0.09719243
288 -0.06965476 -0.039905723 1.0084292 0.65301156 0.44530722 0.036371887 0.84432477 0.052233867 -0.44127303 -0.11360908
254 0.5419941 -0.5606243 0.5690289 0.63979524 0.80042696 -0.18021446 0.7059741 0.87655455 -0.30877823 -0.029259844
261 0.35988083 -0.8254147 0.5882916 0.48445123 0.6931561 -0.1604142 0.845896 0.7260928 -0.33710745 -0.087090254
296 0.02838789 0.16523004 1.0755302 0.656323 0.21377306 0.19289346 0.7565879 0.013060806 -0.5603111 -0.2412027
267 0.14827397 -0.69693774 0.7375354 0.45178825 0.7255373 -0.1162621 0.8179125 0.60625374 -0.24858063 -0.17109723
271 0.035229016 -0.56983244 0.79521555 0.4672892 0.7411377 -0.112539105 0.8760777 0.48814023 -0.19087231 -0.12630571
270 0.06245238 -0.6724313 0.75243455 0.5398069 0.73037493 -0.029395185 0.88881385 0.5298249 -0.2578308 -0.060555745
262 0.31773746 -0.82258165 0.666276 0.46154195 0.6908171 -0.07463808 0.8440704 0.75068146 -0.35453218 -0.1555416
303 0.28588727 0.1104693 1.0134977 0.6502965 0.02261639 0.4452813 0.7356967 -0.0015657198 -0.6632812 -0.25893557
252 0.6128927 -0.5049071 0.68515205 0.59903055 0.80897933 -0.20198561 0.6495045 0.87945604 -0.44066888 -0.075874925
297 0.021311464 0.1346258 1.0731839 0.65542257 0.21136616 0.24447325 0.74742186 0.03070614 -0.55847704 -0.21284029
268 0.111925095 -0.70355475 0.7245274 0.50370973 0.71222234 -0.08317337 0.86085147 0.5746491 -0.25387505 -0.20488723
274 0.021210803 -0.46240637 0.8691204 0.5104298 0.7936558 -0.05270604 0.9092213 0.40192297 -0.19665846 -0.050547563
461 0.8679976 0.39268672 0.75630534 0.14380004 -0.23044623 -0.02560005 0.64376 0.43021756 1.0245316 -0.49908504
251 0.58173305 -0.50345093 0.60378563 0.628926 0.83557993 -0.30338514 0.58249545 0.82513946 -0.31892213 -0.12573086
